source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date,name_norm,address_norm,pincode_prefix,name_phonetic,ubid,link_confidence,veto_applied,veto_reason
electricity,ele_22,BIZ-00022,Sri Royal Fabrication 22 Fabrications,"Door 22, Industrial Area, Hubballi",560022,ABCDE0022F,29ABCDE0022F1Z5,Owner 22,2599,Fabrication,Hubballi,2023-02-15|2023-05-16|2023-08-14,inspection:2023-02-15|inspection:2023-05-16|inspection:2023-08-14|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-01-30|electricity_bill:2026-03-01|electricity_bill:2026-03-31|electricity_bill:2026-04-30,,royal fabrication 22 fabrications,door 22 industrial area hubballi,560,R411-RYL FBRKXN FBRKXNS,UBID-000040,1.0,False,
shops,sho_23,BIZ-00023,M/s Kaveri Lodging 23 LLP,"Plot 23, Main Road, Mangaluru",560023,ABCDE0023F,29ABCDE0023F1Z6,Owner 23,5510,Lodging,Mangaluru,2023-01-17|2023-04-17|2023-07-16|2023-10-14,inspection:2023-01-17|inspection:2023-04-17|inspection:2023-07-16|inspection:2023-10-14|renewal:2024-04-25|renewal:2025-04-19,,m s kaveri lodging 23,plot 23 main road mangaluru,560,M221-M S KFR LJNK ,UBID-000041,1.0,False,
factories,fac_23,BIZ-00023,M/s Kaveri Lodging 23 Pvt Ltd,"No 23, Main Road, Industrial Area, Mangaluru",560023,,,Owner 23,5510,Lodging,Mangaluru,2023-01-16|2023-04-16|2023-07-15|2023-10-13,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|inspection:2023-10-13|renewal:2026-04-23,,m s kaveri lodging 23,no 23 main road industrial area mangaluru,560,M221-M S KFR LJNK ,UBID-000042,0.5,False,
pollution,pol_23,BIZ-00023,Sri Kaveri Lodging 23 Pvt Ltd,"No 23, Main Road, Industrial Area, Mangaluru",560023,,29ABCDE0023F1Z6,Owner 23,5510,Lodging,Mangaluru,2023-01-23|2023-04-18|2023-07-17|2023-10-15,inspection:2023-01-23|inspection:2023-04-18|inspection:2023-07-17|inspection:2023-10-15|filing:2026-05-05,,kaveri lodging 23,no 23 main road industrial area mangaluru,560,K164-KFR LJNK ,UBID-000043,0.5,False,
electricity,ele_23,BIZ-00023,Kaveri Lodgnig 23,"No 23, Main Road, Industrial Area, Mangaluru",560023,ABCDE0023F,29ABCDE0023F1Z6,Owner 23,5510,Lodging,Mangaluru,2023-01-19|2023-04-19|2023-07-23|2023-10-16,inspection:2023-01-19|inspection:2023-04-19|inspection:2023-07-23|inspection:2023-10-16|electricity_bill:2025-08-05|electricity_bill:2025-09-05|electricity_bill:2025-10-02|electricity_bill:2025-11-04|electricity_bill:2025-12-02|electricity_bill:2025-12-31|electricity_bill:2026-02-01|electricity_bill:2026-03-06|electricity_bill:2026-03-31|electricity_bill:2026-05-01,,kaveri lodgnig 23,no 23 main road industrial area mangaluru,560,K164-KFR LTKNK ,UBID-000041,1.0,False,
shops,sho_24,BIZ-00024,Sri Royal Restaurant 24 Restaurants,"No 24, Main Road, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-01-31|2023-05-01|2023-07-30|2023-10-28|2024-01-26,inspection:2023-01-31|inspection:2023-05-01|inspection:2023-07-30|inspection:2023-10-28|inspection:2024-01-26|renewal:2024-04-17|renewal:2025-04-11|renewal:2026-04-04,,royal restaurant 24 restaurants,no 24 main road industrial area belagavi,560,R462-RYL RSTRNT RSTRNTS,UBID-000044,1.0,False,
factories,fac_24,BIZ-00024,M/s Royal Restaurant 24 Pvt Ltd,"No 24, Main Road, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-01-30|2023-04-30|2023-07-29|2023-10-27|2024-01-25,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|inspection:2024-01-25|renewal:2025-04-15|renewal:2026-04-10,,m s royal restaurant 24,no 24 main road industrial area belagavi,560,M264-M S RYL RSTRNT ,UBID-000044,1.0,False,
pollution,pol_24,BIZ-00024,Royal Restaurant 24,"No 24, Main Road, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-02-01|2023-05-02|2023-07-31|2023-10-29|2024-01-27,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-10-29|inspection:2024-01-27|filing:2026-05-05,,royal restaurant 24,no 24 main road industrial area belagavi,560,R462-RYL RSTRNT ,UBID-000044,1.0,False,
pollution,pol_24_dup,BIZ-00024,RoyalR estaurant 24,"Door 24, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-02-01|2023-05-02|2023-07-31|2023-10-29|2024-01-27,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-10-29|inspection:2024-01-27|filing:2026-05-05,,royalr estaurant 24,door 24 industrial area belagavi,560,R462-RYLR ESTRNT ,UBID-000044,1.0,False,
electricity,ele_24,BIZ-00024,Sri Royal Restaurant 24 LLP,"No 24, Main Road, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|electricity_bill:2026-01-03|electricity_bill:2026-02-02|electricity_bill:2026-03-03|electricity_bill:2026-04-05|electricity_bill:2026-05-04,,royal restaurant 24,no 24 main road industrial area belagavi,560,R462-RYL RSTRNT ,UBID-000044,1.0,False,
shops,sho_25,BIZ-00025,Shri Basaveshwara Bakery 25 LLP,"No 25, Main Road, Industrial Area, Bengaluru",560025,ABCDE0025F,29ABCDE0025F1Z8,Owner 25,1071,Bakery,Bengaluru,2023-02-09|2023-05-10|2023-08-08|2023-11-06,inspection:2023-02-09|inspection:2023-05-10|inspection:2023-08-08|inspection:2023-11-06|renewal:2024-04-06|renewal:2025-04-20|renewal:2026-04-10,,basaveshwara bakery 25,no 25 main road industrial area bengaluru,560,B212-BSFXWR BKR ,UBID-000045,1.0,False,
factories,fac_25,BIZ-00025,Shri Basaveshwara Bakery 25,"No 25, Main Road, Industrial Area, Bengaluru",560025,ABCDE0025F,29ABCDE0025F1Z8,Owner 25,1071,Bakery,Bengaluru,2023-02-08|2023-05-09|2023-08-07|2023-11-05,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|inspection:2023-11-05|renewal:2024-04-24|renewal:2025-04-21,,basaveshwara bakery 25,no 25 main road industrial area bengaluru,560,B212-BSFXWR BKR ,UBID-000045,1.0,False,
pollution,pol_25,BIZ-00025,Shri Basaveshwara Bakery 25 Pvt Ltd,"Door 25, Industrial Area, Bengaluru",560025,ABCDE0025F,,Owner 25,1071,Bakery,Bengaluru,2023-02-07|2023-05-11|2023-08-09|2023-11-07,inspection:2023-02-07|inspection:2023-05-11|inspection:2023-08-09|inspection:2023-11-07,,basaveshwara bakery 25,door 25 industrial area bengaluru,560,B212-BSFXWR BKR ,UBID-000045,0.95,False,
electricity,ele_25,BIZ-00025,Shri Basaveshwara Bakery 25 Bakerys,"No 25, Main Road, Industrial Area, Bengaluru",560025,ABCDE0025F,29ABCDE0025F1Z8,Owner 25,1071,Bakery,Bengaluru,2023-02-11|2023-05-12|2023-08-10|2023-11-08,inspection:2023-02-11|inspection:2023-05-12|inspection:2023-08-10|inspection:2023-11-08|electricity_bill:2025-07-04|electricity_bill:2025-08-03|electricity_bill:2025-09-05|electricity_bill:2025-10-03|electricity_bill:2025-11-04|electricity_bill:2025-12-02|electricity_bill:2026-01-02|electricity_bill:2026-02-03|electricity_bill:2026-03-04|electricity_bill:2026-04-02|electricity_bill:2026-05-01,,basaveshwara bakery 25 bakerys,no 25 main road industrial area bengaluru,560,B212-BSFXWR BKR BKRS,UBID-000045,1.0,False,
shops,sho_26,BIZ-00026,Shri Royal Retail 26 Traders,"No 26, Main Road, Industrial Area, Mysuru",560026,ABCDE0026F,29ABCDE0026F1Z9,Owner 26,4711,Retail,Mysuru,2023-01-14|2023-04-14|2023-07-18|2023-10-11|2024-01-09|2024-04-08,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-18|inspection:2023-10-11|inspection:2024-01-09|inspection:2024-04-08|renewal:2024-04-19|renewal:2025-04-13|renewal:2026-04-13,,royal retail 26,no 26 main road industrial area mysuru,560,R463-RYL RTL ,UBID-000046,1.0,False,
factories,fac_26,BIZ-00026,Sri Royal Retail 26 Retails,"Door 26, Industrial Area, Mysuru",560026,ABCDE0026F,29ABCDE0026F1Z9,Owner 26,4711,Retail,Mysuru,2023-01-10|2023-04-13|2023-07-12|2023-10-10|2024-01-08|2024-04-07,inspection:2023-01-10|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-10|inspection:2024-01-08|renewal:2024-04-04|inspection:2024-04-07|renewal:2025-04-19|renewal:2026-04-02,,royal retail 26 retails,door 26 industrial area mysuru,560,R463-RYL RTL RTLS,UBID-000046,1.0,False,
pollution,pol_26,BIZ-00026,M/s Royal Retail 26,"No 26, Main Road, Industrial Area, Mysuru",560026,ABCDE0026F,29ABCDE0026F1Z9,Owner 26,4711,Retail,Mysuru,2023-01-15|2023-04-15|2023-07-14|2023-10-12|2024-01-10|2024-04-09,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-12|inspection:2024-01-10|inspection:2024-04-09|filing:2026-05-05,,m s royal retail 26,no 26 main road industrial area mysuru,560,M264-M S RYL RTL ,UBID-000046,1.0,False,
electricity,ele_26,BIZ-00026,M/s Royal Retail 26 LLP,"No 26, Main Road, Industrial Area, Mysuru",560026,,29ABCDE0026F1Z9,Owner 26,4711,Retail,Mysuru,2023-01-16|2023-04-16|2023-07-15|2023-10-13|2024-01-11|2024-04-10,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|inspection:2023-10-13|inspection:2024-01-11|inspection:2024-04-10|electricity_bill:2025-08-06|electricity_bill:2025-09-07|electricity_bill:2025-10-07|electricity_bill:2025-11-04|electricity_bill:2025-12-01|electricity_bill:2026-01-04|electricity_bill:2026-02-01|electricity_bill:2026-03-03|electricity_bill:2026-04-05|electricity_bill:2026-05-04,,m s royal retail 26,no 26 main road industrial area mysuru,560,M264-M S RYL RTL ,UBID-000046,0.95,False,
shops,sho_27,BIZ-00027,Kaveri Fabricatoin 27 Traders,"No 27, Main Road, Industrial Area, Hubballi",560027,ABCDE0027F,,Owner 27,2599,Fabrication,Hubballi,2023-01-20|2023-04-20|2023-07-16|2023-10-26|2024-01-15,inspection:2023-01-20|inspection:2023-04-20|inspection:2023-07-16|inspection:2023-10-26|inspection:2024-01-15|renewal:2024-04-10|renewal:2025-04-25,,kaveri fabricatoin 27,no 27 main road industrial area hubballi,560,K161-KFR FBRKTN ,UBID-000047,0.5,False,
factories,fac_27,BIZ-00027,Kaveri Fabrication 27 Pvt Ltd,"No 27, Main Road, Industrial Area, Hubballi",560027,ABCDE0027F,,Owner 27,2599,Fabrication,Hubballi,2023-01-19|2023-04-19|2023-07-18|2023-10-16|2024-01-14,inspection:2023-01-19|inspection:2023-04-19|inspection:2023-07-18|inspection:2023-10-16|inspection:2024-01-14|renewal:2024-04-15|renewal:2025-04-11|renewal:2026-04-24,,kaveri fabrication 27,no 27 main road industrial area hubballi,560,K161-KFR FBRKXN ,UBID-000048,1.0,False,
pollution,pol_27,BIZ-00027,M/s Kaveri Fabrication 27 Enterprises,"No 27, Main Road, Industrial Area, Hubballi",560027,ABCDE0027F,29ABCDE0027F1Z1,Owner 27,2599,Fabrication,Hubballi,2023-01-21|2023-04-21|2023-07-20|2023-10-18|2024-01-16,inspection:2023-01-21|inspection:2023-04-21|inspection:2023-07-20|inspection:2023-10-18|inspection:2024-01-16|filing:2026-05-05,,m s kaveri fabrication 27,no 27 main road industrial area hubballi,560,M221-M S KFR FBRKXN ,UBID-000048,1.0,False,
electricity,ele_27,BIZ-00027,Sri Kaveri Fabrication 27 Enterprises,"No 27, Main Road, Industrial Area, Hubballi",560027,ABCDE0027F,29ABCDE0027F1Z1,Owner 27,2599,Fabrication,Hubballi,2023-01-27|2023-04-22|2023-07-21|2023-10-19|2024-01-17,inspection:2023-01-27|inspection:2023-04-22|inspection:2023-07-21|inspection:2023-10-19|inspection:2024-01-17|electricity_bill:2025-11-02|electricity_bill:2025-12-03|electricity_bill:2026-01-01|electricity_bill:2026-02-04|electricity_bill:2026-03-02|electricity_bill:2026-03-31|electricity_bill:2026-05-04,,kaveri fabrication 27,no 27 main road industrial area hubballi,560,K161-KFR FBRKXN ,UBID-000048,1.0,False,
shops,sho_28,BIZ-00028,Sri Cauvery Lodging 28 LLP,"No 28, Main Road, Industrial Area, Mangaluru",560028,ABCDE0028F,29ABCDE0028F1Z2,Owner 28,5510,Lodging,Mangaluru,2023-01-02|2023-04-05|2023-07-04,inspection:2023-01-02|inspection:2023-04-05|inspection:2023-07-04|renewal:2024-04-15|renewal:2025-04-15,,cauvery lodging 28,no 28 main road industrial area mangaluru,560,C164-KFR LJNK ,UBID-000049,0.5,False,
factories,fac_28,BIZ-00028,Sri Cauveyr Lodging 28 Lodgings,"No 28, Main Road, Industrial Area, Mangaluru",560028,ABCDE0028F,29ABCDE0028F1Z2,Owner 28,5510,Lodging,Mangaluru,2023-01-04|2023-04-04|2023-07-03,inspection:2023-01-04|inspection:2023-04-04|inspection:2023-07-03|renewal:2025-04-03|renewal:2026-04-02,,cauveyr lodging 28 lodgings,no 28 main road industrial area mangaluru,560,C164-KFR LJNK LJNKS,UBID-000050,0.5,False,
pollution,pol_28,BIZ-00028,M/s Cauvery Lodging 28 Pvt Ltd,"No 28, Main Road, Industrial Area, Mangaluru",560028,ABCDE0028F,29ABCDE0028F1Z2,Owner 28,5510,Lodging,Mangaluru,2023-01-06|2023-03-30|2023-07-05,inspection:2023-01-06|inspection:2023-03-30|inspection:2023-07-05|filing:2026-05-05,,m s cauvery lodging 28,no 28 main road industrial area mangaluru,560,M221-M S KFR LJNK ,UBID-000051,0.5,False,
electricity,ele_28,BIZ-00028,M/s Cauvery Lodging 28 Lodgings,"Door 28, Industrial Area, Mangaluru",560028,ABCDE0028F,,Owner 28,5510,Lodging,Mangaluru,2023-01-16|2023-04-07|2023-07-06,inspection:2023-01-16|inspection:2023-04-07|inspection:2023-07-06|electricity_bill:2025-11-02|electricity_bill:2025-12-01|electricity_bill:2025-12-31|electricity_bill:2026-02-01|electricity_bill:2026-03-04|electricity_bill:2026-04-05|electricity_bill:2026-05-05,,m s cauvery lodging 28 lodgings,door 28 industrial area mangaluru,560,M221-M S KFR LJNK LJNKS,UBID-000052,0.5,False,
shops,sho_29,BIZ-00029,Bharath Restaurant 29 Pvt Ltd,"29 Main Rd, Ind Area, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-01-31|2023-04-24|2023-07-30|2023-10-28,inspection:2023-01-31|inspection:2023-04-24|inspection:2023-07-30|inspection:2023-10-28|renewal:2024-04-08|renewal:2025-04-13|renewal:2026-04-18,,bharath restaurant 29,29 main rd ind area belagavi,560,B636-BHR0 RSTRNT ,UBID-000053,1.0,False,
factories,fac_29,BIZ-00029,Sri Bharath Restaurant 29 LLP,"No 29, Main Road, Industrial Area, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-01-23|2023-04-30|2023-07-26|2023-10-27,inspection:2023-01-23|inspection:2023-04-30|inspection:2023-07-26|inspection:2023-10-27|renewal:2025-04-08|renewal:2026-04-09,,bharath restaurant 29,no 29 main road industrial area belagavi,560,B636-BHR0 RSTRNT ,UBID-000053,1.0,False,
factories,fac_29_dup,BIZ-00029,Sri Bharath Restaurant 29 LLP,"29 Main Rd, Ind Area, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-01-23|2023-04-30|2023-07-26|2023-10-27,inspection:2023-01-23|inspection:2023-04-30|inspection:2023-07-26|inspection:2023-10-27|renewal:2025-04-08|renewal:2026-04-09,,bharath restaurant 29,29 main rd ind area belagavi,560,B636-BHR0 RSTRNT ,UBID-000053,1.0,False,
pollution,pol_29,BIZ-00029,Sri Bharath Restaurant 29 Restaurants,"Plot 29, Main Road, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-02-01|2023-05-02|2023-07-31|2023-11-07,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-11-07,,bharath restaurant 29 restaurants,plot 29 main road belagavi,560,B636-BHR0 RSTRNT RSTRNTS,UBID-000054,0.5,False,
electricity,ele_29,BIZ-00029,Shri Bharath Restaurant 29 Pvt Ltd,"29 Main Rd, Ind Area, Belagavi",560029,ABCDE0029F,29ABCDE0029F1Z3,Owner 29,5610,Restaurant,Belagavi,2023-01-30|2023-05-03|2023-08-10|2023-10-27,inspection:2023-01-30|inspection:2023-05-03|inspection:2023-08-10|inspection:2023-10-27|electricity_bill:2026-01-03|electricity_bill:2026-02-04|electricity_bill:2026-03-05|electricity_bill:2026-03-31|electricity_bill:2026-05-01,,bharath restaurant 29,29 main rd ind area belagavi,560,B636-BHR0 RSTRNT ,UBID-000053,1.0,False,
shops,sho_30,BIZ-00030,M/s Sri Sai Bakery 30 Traders,"No 30, Main Road, Industrial Area, Bengaluru",560030,ABCDE0030F,29ABCDE0030F1Z4,Owner 30,1071,Bakery,Bengaluru,2023-01-14|2023-04-14|2023-07-13,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13|renewal:2024-04-24|renewal:2025-04-16|renewal:2026-04-23,,m s sai bakery 30,no 30 main road industrial area bengaluru,560,M221-M S S BKR ,UBID-000055,1.0,False,
factories,fac_30,BIZ-00030,Shri Sri Sai Bakery 30 Enterprises,"No 30, Main Road, Industrial Area, Bengaluru",560030,ABCDE0030F,29ABCDE0030F1Z4,Owner 30,1071,Bakery,Bengaluru,2023-01-13|2023-04-18|2023-07-12,inspection:2023-01-13|inspection:2023-04-18|inspection:2023-07-12|renewal:2024-04-04|renewal:2025-04-24|renewal:2026-04-27,,sai bakery 30,no 30 main road industrial area bengaluru,560,S126-S BKR ,UBID-000055,1.0,False,
pollution,pol_30,BIZ-00030,M/s Sri Sia Bakery 30 Bakerys,"No 30, Main Road, Industrial Area, Bengaluru",560030,ABCDE0030F,29ABCDE0030F1Z4,Owner 30,1071,Bakery,Bengaluru,2023-01-15|2023-04-15|2023-07-14,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|filing:2026-05-05,,m s sia bakery 30 bakerys,no 30 main road industrial area bengaluru,560,M221-M S X BKR BKRS,UBID-000055,1.0,False,
electricity,ele_30,BIZ-00030,Sri Sri Sai Bakery 30 Traders,"No 30, Main Road, Industrial Area, Bengaluru",560030,ABCDE0030F,29ABCDE0030F1Z4,Owner 30,1071,Bakery,Bengaluru,2023-01-16|2023-04-16|2023-07-15,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|electricity_bill:2025-07-04|electricity_bill:2025-08-04|electricity_bill:2025-09-06|electricity_bill:2025-10-04|electricity_bill:2025-11-02|electricity_bill:2025-12-01|electricity_bill:2026-01-04|electricity_bill:2026-02-03|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-05-04,,sai bakery 30,no 30 main road industrial area bengaluru,560,S126-S BKR ,UBID-000055,1.0,False,
shops,sho_31,BIZ-00031,Aditya Retail 31 Pvt Ltd,"No 31, Main Road, Industrial Area, Mysuru",560031,ABCDE0031F,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-02|2023-04-02|2023-07-01,inspection:2023-01-02|inspection:2023-04-02|inspection:2023-07-01|closure:2025-02-22,2025-02-22,aditya retail 31,no 31 main road industrial area mysuru,560,A336-ATTY RTL ,UBID-000056,1.0,False,
factories,fac_31,BIZ-00031,Shri Aditay Retail 31,"No 31, Main Road, Industrial Area, Mysuru",560031,ABCDE0031F,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-01|2023-04-01|2023-06-30,inspection:2023-01-01|inspection:2023-04-01|inspection:2023-06-30|closure:2025-02-22,2025-02-22,aditay retail 31,no 31 main road industrial area mysuru,560,A336-ATT RTL ,UBID-000056,1.0,False,
pollution,pol_31,BIZ-00031,Aditya eRtail 31 LLP,"No 31, Main Road, Industrial Area, Mysuru",560031,ABCDE0031F,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-03|2023-03-31|2023-07-02,inspection:2023-01-03|inspection:2023-03-31|inspection:2023-07-02|closure:2025-02-22,2025-02-22,aditya ertail 31,no 31 main road industrial area mysuru,560,A336-ATTY ERTL ,UBID-000057,1.0,False,
pollution,pol_31_dup,BIZ-00031,Aditya eRtail 31 LLP,"31 Main Rd, Ind Area, Mysuru",560031,ABCDE0031F,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-03|2023-03-31|2023-07-02,inspection:2023-01-03|inspection:2023-03-31|inspection:2023-07-02|closure:2025-02-22,2025-02-22,aditya ertail 31,31 main rd ind area mysuru,560,A336-ATTY ERTL ,UBID-000057,1.0,False,
electricity,ele_31,BIZ-00031,Aditya Retail 31 Retails,"No 31, Main Road, Industrial Area, Mysuru",560031,,29ABCDE0031F1Z5,Owner 31,4711,Retail,Mysuru,2023-01-01|2023-04-04|2023-07-03,inspection:2023-01-01|inspection:2023-04-04|inspection:2023-07-03|closure:2025-02-22,2025-02-22,aditya retail 31 retails,no 31 main road industrial area mysuru,560,A336-ATTY RTL RTLS,UBID-000058,0.5,False,
shops,sho_32,BIZ-00032,Sampoorna Fabrication 32 Pvt Ltd,"No 32, Main Road, Industrial Area, Hubballi",560032,ABCDE0032F,29ABCDE0032F1Z6,Owner 32,2599,Fabrication,Hubballi,2023-01-07|2023-04-07|2023-07-06|2023-09-27,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|inspection:2023-09-27|closure:2025-01-23,2025-01-23,sampoorna fabrication 32,no 32 main road industrial area hubballi,560,S516-SMPRN FBRKXN ,UBID-000059,1.0,False,
shops,sho_32_dup,BIZ-00032,Sampoorna Fabrication 32 Pvt Ldt,"Door 32, Industrial Area, Hubballi",560032,ABCDE0032F,29ABCDE0032F1Z6,Owner 32,2599,Fabrication,Hubballi,2023-01-07|2023-04-07|2023-07-06|2023-09-27,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|inspection:2023-09-27|closure:2025-01-23,2025-01-23,sampoorna fabrication 32 ldt,door 32 industrial area hubballi,560,S516-SMPRN FBRKXN LTT,UBID-000059,1.0,False,
factories,fac_32,BIZ-00032,M/s Sampoorna Fabrication 3 2LLP,"No 32, Main Road, Industrial Area, Hubballi",560032,ABCDE0032F,,Owner 32,2599,Fabrication,Hubballi,2023-01-06|2023-04-06|2023-07-10|2023-10-03,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-10|inspection:2023-10-03|closure:2025-01-23,2025-01-23,m s sampoorna fabrication 3 2llp,no 32 main road industrial area hubballi,560,M225-M S SMPRN FBRKXN LP,UBID-000060,0.5,False,
pollution,pol_32,BIZ-00032,Shri Smapoorna Fabrication 32 Fabrications,"No 32, Main Road, Industrial Area, Hubballi",560032,ABCDE0032F,,Owner 32,2599,Fabrication,Hubballi,2023-01-08|2023-04-08|2023-07-07|2023-10-10,inspection:2023-01-08|inspection:2023-04-08|inspection:2023-07-07|inspection:2023-10-10|closure:2025-01-23,2025-01-23,smapoorna fabrication 32 fabrications,no 32 main road industrial area hubballi,560,S516-SMPRN FBRKXN FBRKXNS,UBID-000061,0.9988,False,
electricity,ele_32,BIZ-00032,Sampoorna Fabrication 32 Fabrications,"No 32, Main Road, Industrial Area, Hubballi",560032,ABCDE0032F,29ABCDE0032F1Z6,Owner 32,2599,Fabrication,Hubballi,2023-01-09|2023-04-09|2023-07-17|2023-10-11,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-17|inspection:2023-10-11|closure:2025-01-23,2025-01-23,sampoorna fabrication 32 fabrications,no 32 main road industrial area hubballi,560,S516-SMPRN FBRKXN FBRKXNS,UBID-000061,0.9988,False,
shops,sho_33,BIZ-00033,M/s Karnataka Lodging 33 Lodgings,"No 33, Main Road, Industrial Area, Mangaluru",560033,,29ABCDE0033F1Z7,Owner 33,5510,Lodging,Mangaluru,2023-01-07|2023-04-07|2023-07-06|2023-10-04|2024-01-02|2024-04-01,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|inspection:2023-10-04|inspection:2024-01-02|inspection:2024-04-01|renewal:2024-04-25|renewal:2025-04-05,,m s karnataka lodging 33 lodgings,no 33 main road industrial area mangaluru,560,M226-M S KRNTK LJNK LJNKS,UBID-000062,0.5,False,
factories,fac_33,BIZ-00033,Sri Karnataka Lodging 33 Enetrprises,"No 33, Main Road, Industrial Area, Mangaluru",560033,,29ABCDE0033F1Z7,Owner 33,5510,Lodging,Mangaluru,2023-01-06|2023-04-06|2023-07-05|2023-10-03|2024-01-01|2024-03-31,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-05|inspection:2023-10-03|inspection:2024-01-01|inspection:2024-03-31|renewal:2024-04-08|renewal:2025-04-06|renewal:2026-04-06,,karnataka lodging 33 enetrprises,no 33 main road industrial area mangaluru,560,K653-KRNTK LJNK ENTRPRSS,UBID-000063,0.5,False,
pollution,pol_33,BIZ-00033,Karnataka Lodging 33 Traders,"Door 33, Industrial Area, Mangaluru",560033,ABCDE0033F,29ABCDE0033F1Z7,Owner 33,5510,Lodging,Mangaluru,2023-01-08|2023-04-08|2023-07-07|2023-10-05|2024-01-03|2024-04-02,inspection:2023-01-08|inspection:2023-04-08|inspection:2023-07-07|inspection:2023-10-05|inspection:2024-01-03|inspection:2024-04-02|filing:2026-05-05,,karnataka lodging 33,door 33 industrial area mangaluru,560,K653-KRNTK LJNK ,UBID-000064,1.0,False,
electricity,ele_33,BIZ-00033,M/s Karnataka Lodging 33 Traders,"No 33, Main Road, Industrial Area, Mangaluru",560033,ABCDE0033F,29ABCDE0033F1Z7,Owner 33,5510,Lodging,Mangaluru,2023-01-09|2023-04-09|2023-07-08|2023-10-06|2024-01-13|2024-04-03,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-08|inspection:2023-10-06|inspection:2024-01-13|inspection:2024-04-03|electricity_bill:2025-08-05|electricity_bill:2025-09-05|electricity_bill:2025-10-06|electricity_bill:2025-11-02|electricity_bill:2025-12-03|electricity_bill:2025-12-31|electricity_bill:2026-01-30|electricity_bill:2026-03-01|electricity_bill:2026-04-03|electricity_bill:2026-05-03,,m s karnataka lodging 33,no 33 main road industrial area mangaluru,560,M226-M S KRNTK LJNK ,UBID-000064,1.0,False,
shops,sho_34,BIZ-00034,Shri Royal Restaurant 34 Restaurants,"No 34, Main Road, Industrial Area, Belagavi",560034,ABCDE0034F,,Owner 34,5610,Restaurant,Belagavi,2023-02-04|2023-05-08|2023-08-06,inspection:2023-02-04|inspection:2023-05-08|inspection:2023-08-06|renewal:2024-04-26|renewal:2025-04-16,,royal restaurant 34 restaurants,no 34 main road industrial area belagavi,560,R462-RYL RSTRNT RSTRNTS,UBID-000065,0.5,False,
